"id","driverId","corridorId","originHubId","destinationHubId","originName","originLat","originLng","destName","destLat","destLng","departureTime","totalSeats","availableSeats","vehicleType","helmetProvided","contribution","notes","status","originSequence","destinationSequence"
"b87eed91-78e3-4bcf-af59-1b0a98afab9a","25e86fcd-e6f3-4cae-abe5-69da8dc4879a","swargate-vit","0095597e-ebd1-4f83-a6c0-a8e94be6a92b","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Laxmi Narayan Theatre","18.4965","73.8584","VIT College","18.4635","73.8682","2026-10-09T02:15:00.000Z","1","0","scooty","true","17","Morning campus commute","SCHEDULED","3","12"
"5e23b2a3-8939-47b8-8ab7-543b143b14e8","a78816e2-8aae-4e54-8410-968bc321f082","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","ebb92112-ef31-4ebe-a259-4e999c52f0fd","VIT College","18.4635","73.8682","Bharati Vidyapeeth","18.456","73.8574","2026-10-10T12:00:00.000Z","2","2","car","false","56","Please arrive five minutes early","SCHEDULED","13","3"
"17fc828a-dc45-4e59-88e8-05df14dae365","1de804a1-1c04-4d9b-88a6-03aa475b2f23","swargate-vit","0c2d013a-9422-4c89-905f-4ec287ba2251","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Swargate BRTS Stop","18.4982","73.8588","VIT College","18.4635","73.8682","2026-10-11T02:15:00.000Z","4","2","car","false","67","Morning campus commute","SCHEDULED","2","12"
"fe3980ab-6681-4aaa-b6b7-f88c7f736dc4","c366b16a-709a-4bd5-99f4-4d48e2a64d10","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","VIT College","18.4635","73.8682","Kashinath Patil Nagar Stop","18.4745","73.8631","2026-10-12T12:00:00.000Z","3","1","car","false","69","","SCHEDULED","13","10"
"9ae7df25-367f-42df-bfbd-788443428f8c","b1b24393-ed6c-4074-a261-01b7aa240011","swargate-vit","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Kashinath Patil Nagar Stop","18.4745","73.8631","VIT College","18.4635","73.8682","2026-10-13T02:15:00.000Z","1","1","scooty","true","26","","SCHEDULED","9","12"
"f92e45d3-3dcd-4da4-9336-6d6bc5eafdf2","f2ff9e67-5a69-4146-a543-f1fed27fb87a","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","af5c22fe-11db-4392-b90e-85f946c0a37b","VIT College","18.4635","73.8682","KK Market BRTS","18.4683","73.8579","2026-10-14T12:00:00.000Z","3","0","car","false","58","Morning campus commute","SCHEDULED","13","5"
"dec379fd-f1e9-4f2f-a79b-ba1513b320c6","fc17bde9-8039-463a-b2df-6dd060d08969","swargate-vit","86e290a5-7e39-4f7a-805e-a6154d820f01","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Market Yard Corner","18.4792","73.8581","VIT College","18.4635","73.8682","2026-10-15T02:15:00.000Z","1","1","bike","false","17","","SCHEDULED","6","12"
"3d41d947-5b7e-4b24-89c8-0a0b168fa8f3","7ecb9a58-e71e-47e3-b199-1b14f78ab1cd","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","fea32ab3-d832-43d3-a3a0-788e8711526d","VIT College","18.4635","73.8682","Balaji Nagar BRTS","18.4628","73.8577","2026-10-16T12:00:00.000Z","2","1","car","false","64","Please arrive five minutes early","SCHEDULED","13","4"
"c7b24a15-2300-43ef-8511-4d5e4039cf9c","50ca192e-d3dc-40d0-996b-6eea924c44d8","swargate-vit","eb0d92a7-38aa-446a-9f38-091814ea3abd","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Chintamani Nagar","18.4651","73.864","VIT College","18.4635","73.8682","2026-10-17T02:15:00.000Z","2","2","car","false","53","Please arrive five minutes early","SCHEDULED","11","12"
"bcb302ed-b8e1-4e7a-b9d9-9711e6345a1a","8fcb293d-bce3-4068-b448-c15533882e86","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","a80964b4-72f5-43de-ad1a-bdcb9fca796e","VIT College","18.4635","73.8682","Lower Indira Nagar Stop","18.4718","73.8618","2026-10-18T12:00:00.000Z","1","0","bike","true","13","Pickup near the hub","SCHEDULED","13","9"
"13ac3ac3-ca9a-4de6-a758-d65826cd9c6b","399cdebc-51c2-422b-87a5-220f8cc2d7ac","swargate-vit","570167fe-7324-46a2-9cf4-fbea6048e8be","6c30c56b-74ce-4c24-a819-98b9ab6387f5","City Pride BRTS","18.4845","73.8583","VIT College","18.4635","73.8682","2026-10-19T02:15:00.000Z","1","1","bike","true","12","","SCHEDULED","5","12"
"33bdd8b0-270a-4643-9f36-75481d848392","ff933861-ecae-470a-9ee4-3663e749fdbc","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86e290a5-7e39-4f7a-805e-a6154d820f01","VIT College","18.4635","73.8682","Market Yard Corner","18.4792","73.8581","2026-10-20T12:00:00.000Z","4","1","car","false","63","Morning campus commute","SCHEDULED","13","7"
"2569287c-15b2-40a3-b5e8-0dafa32939b9","f34b84c7-eb95-4dff-958a-ef69c608f272","swargate-vit","570167fe-7324-46a2-9cf4-fbea6048e8be","6c30c56b-74ce-4c24-a819-98b9ab6387f5","City Pride BRTS","18.4845","73.8583","VIT College","18.4635","73.8682","2026-10-21T02:15:00.000Z","1","0","scooty","false","11","Please arrive five minutes early","SCHEDULED","5","12"
"9ecfe2b0-5e2d-4e84-a5cd-6839f27bdeaf","6279cde7-2c2c-4986-a9a4-55039693b818","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86e290a5-7e39-4f7a-805e-a6154d820f01","VIT College","18.4635","73.8682","Market Yard Corner","18.4792","73.8581","2026-10-22T12:00:00.000Z","1","0","bike","true","8","","SCHEDULED","13","7"
"2195a3b0-f61c-4a52-8a25-6a6ed093f294","61a5fb10-8cc3-48db-a009-2fdb4eb9c378","swargate-vit","0095597e-ebd1-4f83-a6c0-a8e94be6a92b","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Laxmi Narayan Theatre","18.4965","73.8584","VIT College","18.4635","73.8682","2026-10-23T02:15:00.000Z","2","0","car","false","21","Morning campus commute","SCHEDULED","3","12"
"6b4dac4b-18f4-4c19-a299-aa891d88d0ef","aa4ac675-15bc-49db-b7fa-84335d28cdc7","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","3221d156-13e7-4834-84ce-848f49b87be2","VIT College","18.4635","73.8682","Bibwewadi Bus Stop","18.4792","73.8615","2026-10-24T12:00:00.000Z","1","0","bike","true","22","Morning campus commute","SCHEDULED","13","8"
"a56af269-ecfc-444d-ae56-6f7c48cdc314","6b38852c-3199-4130-9bef-739d2cbf98cd","swargate-vit","3221d156-13e7-4834-84ce-848f49b87be2","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Bibwewadi Bus Stop","18.4792","73.8615","VIT College","18.4635","73.8682","2026-10-25T02:15:00.000Z","1","0","scooty","true","6","Please arrive five minutes early","SCHEDULED","7","12"
"e02c7b5c-d598-4cca-987c-7e5eeab092fd","32c9560a-e267-4d5f-85c7-ca585ac3975e","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","eb0d92a7-38aa-446a-9f38-091814ea3abd","VIT College","18.4635","73.8682","Chintamani Nagar","18.4651","73.864","2026-10-26T12:00:00.000Z","1","0","bike","false","19","Please arrive five minutes early","SCHEDULED","13","12"
"06ff1ac1-1cdd-4882-a3d4-05e2586953d8","15ef891e-746f-4219-8638-297ada541a3a","swargate-vit","570167fe-7324-46a2-9cf4-fbea6048e8be","6c30c56b-74ce-4c24-a819-98b9ab6387f5","City Pride BRTS","18.4845","73.8583","VIT College","18.4635","73.8682","2026-10-27T02:15:00.000Z","4","2","car","false","36","Morning campus commute","SCHEDULED","5","12"
"d0ec488d-7f75-4ee0-8089-7004c1751aa4","c4608e10-532e-42df-b9ca-6399d157bc77","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","876d2e4d-fad4-4ee2-916c-e5ad147030cf","VIT College","18.4635","73.8682","Katraj Dairy BRTS","18.4508","73.8569","2026-10-28T12:00:00.000Z","1","0","scooty","false","18","","SCHEDULED","13","2"
"84212ac4-5d8a-494b-9283-1b20b1a76cbd","9c577260-815e-4814-ae42-db071f0604b0","swargate-vit","86e290a5-7e39-4f7a-805e-a6154d820f01","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Market Yard Corner","18.4792","73.8581","VIT College","18.4635","73.8682","2026-10-29T02:15:00.000Z","1","0","scooty","true","11","Please arrive five minutes early","SCHEDULED","6","12"
"65de9618-15bc-453c-955c-fd27adf9016d","11e76d6b-888c-4c86-a3f2-2d4bab255598","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","11cd5543-db39-4321-9f12-008b367d2ce1","VIT College","18.4635","73.8682","Upper Indira Nagar Bus Depot","18.4682","73.8623","2026-10-30T12:00:00.000Z","1","0","scooty","false","23","Morning campus commute","SCHEDULED","13","11"
"7f26a95b-2271-4604-96f8-020cce5b4e5a","12e82429-ecad-4a76-bc1b-fddf73c8c117","swargate-vit","0c2d013a-9422-4c89-905f-4ec287ba2251","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Swargate BRTS Stop","18.4982","73.8588","VIT College","18.4635","73.8682","2026-10-31T02:15:00.000Z","1","0","scooty","true","11","Morning campus commute","SCHEDULED","2","12"
"19cf44e4-1c4e-447c-8642-a6400160c5f6","ac87c729-c400-43ff-9619-cd867435a982","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","3221d156-13e7-4834-84ce-848f49b87be2","VIT College","18.4635","73.8682","Bibwewadi Bus Stop","18.4792","73.8615","2026-11-01T12:00:00.000Z","1","0","bike","true","25","Please arrive five minutes early","SCHEDULED","13","8"
"d5f8b7ff-1ca7-4515-845e-2a47b27ebb3d","65caf2f5-0b5e-452f-a096-f7f73ba694f9","swargate-vit","a80964b4-72f5-43de-ad1a-bdcb9fca796e","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Lower Indira Nagar Stop","18.4718","73.8618","VIT College","18.4635","73.8682","2026-11-02T02:15:00.000Z","1","0","scooty","true","13","Morning campus commute","SCHEDULED","8","12"
"72bb384d-a783-4648-9d05-e14a47cf3d8f","e1b6b10d-5653-452d-a57d-24e8752b2f52","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","fea32ab3-d832-43d3-a3a0-788e8711526d","VIT College","18.4635","73.8682","Balaji Nagar BRTS","18.4628","73.8577","2026-11-03T12:00:00.000Z","1","0","bike","false","29","Morning campus commute","SCHEDULED","13","4"
"b2daa0a6-5836-4cf0-b8f5-5bde896f302b","a53ad219-be12-4a6b-9852-64dfe8aa6236","swargate-vit","19cfadd2-1ff7-4a2f-b5e3-eeb73f44cc28","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Swargate PMPML Main Bus Stand","18.4991","73.8583","VIT College","18.4635","73.8682","2026-11-04T02:15:00.000Z","4","3","car","false","71","Please arrive five minutes early","SCHEDULED","1","12"
"7492c402-6884-42d7-b59a-744d9e152f50","969131e9-4cc6-483d-82f8-990f056d6c5a","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","a80964b4-72f5-43de-ad1a-bdcb9fca796e","VIT College","18.4635","73.8682","Lower Indira Nagar Stop","18.4718","73.8618","2026-11-05T12:00:00.000Z","1","0","scooty","true","5","Pickup near the hub","SCHEDULED","13","9"
"69749b31-ab8f-465d-aeed-75509f596ee2","38d92c3f-f6e4-4c90-add9-6f5ecbcd5bde","swargate-vit","3221d156-13e7-4834-84ce-848f49b87be2","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Bibwewadi Bus Stop","18.4792","73.8615","VIT College","18.4635","73.8682","2026-08-08T02:15:00.000Z","2","1","car","false","68","","SCHEDULED","7","12"
"613ba694-3e7c-43c2-85d9-8c48e3915e08","a7b7dfcb-b36f-4cfc-abf8-afd48e896a75","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","ebb92112-ef31-4ebe-a259-4e999c52f0fd","VIT College","18.4635","73.8682","Bharati Vidyapeeth","18.456","73.8574","2026-08-09T12:00:00.000Z","1","0","scooty","true","8","Pickup near the hub","SCHEDULED","13","3"
"ee8ac974-e22a-48eb-886a-1e97cec25f9b","2b79909a-3fc7-4286-93ba-521d9aa64a8f","swargate-vit","0095597e-ebd1-4f83-a6c0-a8e94be6a92b","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Laxmi Narayan Theatre","18.4965","73.8584","VIT College","18.4635","73.8682","2026-08-10T02:15:00.000Z","1","1","scooty","true","8","Pickup near the hub","COMPLETED","3","12"
"60be6092-85d6-46cb-86d2-64c2d92b96a5","5a240b3c-f182-4a30-82d1-ae0f6586bff3","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","VIT College","18.4635","73.8682","Kashinath Patil Nagar Stop","18.4745","73.8631","2026-08-11T12:00:00.000Z","3","2","car","false","37","Morning campus commute","COMPLETED","13","10"
"21801c4b-5ec6-48d9-859b-744725bb4c6b","9beabcea-410e-43e0-9c0e-c32f2476c785","swargate-vit","596f6d76-b8c5-4cf2-9058-1a1a334d424d","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Panchami BRTS","18.4902","73.8586","VIT College","18.4635","73.8682","2026-08-12T02:15:00.000Z","1","1","bike","false","29","Pickup near the hub","COMPLETED","4","12"
"f8ef6e23-d0a7-498e-9054-ac248c942867","30e63cfd-4d4a-41f2-9c08-fe7bb0c7d4b0","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86597dc2-00ef-475a-8a9a-daf0323897ca","VIT College","18.4635","73.8682","Katraj Terminal","18.4471","73.8562","2026-08-13T12:00:00.000Z","3","2","car","false","36","","COMPLETED","13","1"
"1f515b63-70bd-43ce-b2b6-42af637e7a4a","85bed899-042e-4b82-a6ac-e7f8e8652524","swargate-vit","0095597e-ebd1-4f83-a6c0-a8e94be6a92b","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Laxmi Narayan Theatre","18.4965","73.8584","VIT College","18.4635","73.8682","2026-08-14T02:15:00.000Z","1","0","bike","true","27","Pickup near the hub","COMPLETED","3","12"
"62a6ad9d-040a-46b9-86a4-98e88b3b4478","5b9101ca-8247-4c12-bf7c-68abf2b98166","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","3221d156-13e7-4834-84ce-848f49b87be2","VIT College","18.4635","73.8682","Bibwewadi Bus Stop","18.4792","73.8615","2026-08-15T12:00:00.000Z","1","0","bike","true","25","Please arrive five minutes early","SCHEDULED","13","8"
"6fc8d650-22f8-42f1-b4c9-bdcadd3364d9","5468079d-9fdf-4eb9-9b29-ed8a7c650d7c","swargate-vit","86e290a5-7e39-4f7a-805e-a6154d820f01","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Market Yard Corner","18.4792","73.8581","VIT College","18.4635","73.8682","2026-08-16T02:15:00.000Z","1","0","scooty","true","15","","CANCELLED","6","12"
"e93b9a72-7b21-49b6-bce7-658180d0c954","2cabb8ae-b3d7-4c51-8207-1b8fc7300e2c","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","3221d156-13e7-4834-84ce-848f49b87be2","VIT College","18.4635","73.8682","Bibwewadi Bus Stop","18.4792","73.8615","2026-08-17T12:00:00.000Z","3","2","car","false","53","","COMPLETED","13","8"
"31c4e25f-857a-4921-b0e3-4b44ed68b09f","e16a421d-031b-47d3-936b-9d6bed68b285","swargate-vit","3221d156-13e7-4834-84ce-848f49b87be2","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Bibwewadi Bus Stop","18.4792","73.8615","VIT College","18.4635","73.8682","2026-08-18T02:15:00.000Z","1","0","scooty","true","29","Pickup near the hub","SCHEDULED","7","12"
"4ac163ce-436a-4798-8087-7007c8533bb9","2cb66b98-63d0-4a21-a9ed-c884d238b71c","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","VIT College","18.4635","73.8682","Kashinath Patil Nagar Stop","18.4745","73.8631","2026-08-19T12:00:00.000Z","1","0","bike","true","12","Morning campus commute","CANCELLED","13","10"
"fbb01cb7-ffcc-4c55-bcb6-a3649322d9f7","61caa1f5-7dee-45a4-964a-8e5ed8b6a158","swargate-vit","a80964b4-72f5-43de-ad1a-bdcb9fca796e","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Lower Indira Nagar Stop","18.4718","73.8618","VIT College","18.4635","73.8682","2026-08-20T02:15:00.000Z","1","1","scooty","true","26","Morning campus commute","SCHEDULED","8","12"
"4e0d44dd-4e24-4759-80f9-aa605a9da707","dd95ce1d-b76e-4f1f-9a03-108aea02d0d2","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","3221d156-13e7-4834-84ce-848f49b87be2","VIT College","18.4635","73.8682","Bibwewadi Bus Stop","18.4792","73.8615","2026-08-21T12:00:00.000Z","1","0","bike","true","9","Pickup near the hub","COMPLETED","13","8"
"df163bed-b810-40fd-a447-881153897bef","95204930-6f62-4024-8493-801a30e46f1a","swargate-vit","19cfadd2-1ff7-4a2f-b5e3-eeb73f44cc28","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Swargate PMPML Main Bus Stand","18.4991","73.8583","VIT College","18.4635","73.8682","2026-08-22T02:15:00.000Z","1","1","scooty","true","3","Morning campus commute","COMPLETED","1","12"
"6c7c1fe1-6540-4e1a-9e85-46a542e5a84b","037ed347-fb73-4043-a8e2-c7edc58d6dac","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","ebb92112-ef31-4ebe-a259-4e999c52f0fd","VIT College","18.4635","73.8682","Bharati Vidyapeeth","18.456","73.8574","2026-08-23T12:00:00.000Z","1","0","bike","true","23","Pickup near the hub","COMPLETED","13","3"
"ca344930-0efc-4f26-bc6f-a9006900db8e","843078cc-2ea7-483f-83b3-cc8bae6695c6","swargate-vit","596f6d76-b8c5-4cf2-9058-1a1a334d424d","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Panchami BRTS","18.4902","73.8586","VIT College","18.4635","73.8682","2026-08-24T02:15:00.000Z","1","0","scooty","true","9","Pickup near the hub","COMPLETED","4","12"
"123e508f-3ea8-4690-9d05-50b9c726385e","d04ea078-3e78-494d-83a0-92fee39d6bb7","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","af5c22fe-11db-4392-b90e-85f946c0a37b","VIT College","18.4635","73.8682","KK Market BRTS","18.4683","73.8579","2026-08-25T12:00:00.000Z","3","3","car","false","44","Morning campus commute","COMPLETED","13","5"
"2be199f1-236b-4c4c-95d5-07a1a637ba28","d022c9ae-ee6b-4085-b2c1-11a5c9e6c784","swargate-vit","eb0d92a7-38aa-446a-9f38-091814ea3abd","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Chintamani Nagar","18.4651","73.864","VIT College","18.4635","73.8682","2026-08-26T02:15:00.000Z","3","2","car","false","24","","CANCELLED","11","12"
"4f28a994-b09c-4eb8-a485-90791a66b290","be9c6ca4-6ee9-481b-8039-dcc0a742224e","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86597dc2-00ef-475a-8a9a-daf0323897ca","VIT College","18.4635","73.8682","Katraj Terminal","18.4471","73.8562","2026-08-27T12:00:00.000Z","4","3","car","false","37","Pickup near the hub","COMPLETED","13","1"
"486c7829-8841-4380-a7f0-e36a01eeca68","39147f90-fbda-49de-88ec-5fe656c0d7b4","swargate-vit","86e290a5-7e39-4f7a-805e-a6154d820f01","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Market Yard Corner","18.4792","73.8581","VIT College","18.4635","73.8682","2026-08-28T02:15:00.000Z","1","0","bike","true","8","Please arrive five minutes early","CANCELLED","6","12"
"779af6dc-6f98-41d7-ab09-ee759fac0e2f","ce05a8a6-09ab-4705-92d1-3f61a51fd69d","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","VIT College","18.4635","73.8682","Kashinath Patil Nagar Stop","18.4745","73.8631","2026-08-29T12:00:00.000Z","1","0","scooty","true","18","Morning campus commute","CANCELLED","13","10"
"5c8a72b3-0e4a-4109-b60b-3bbd846479c9","be4d340c-e4ae-41d8-a1a2-337d84d2bfc1","swargate-vit","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Kashinath Patil Nagar Stop","18.4745","73.8631","VIT College","18.4635","73.8682","2026-08-30T02:15:00.000Z","1","0","scooty","true","14","","SCHEDULED","9","12"
"6c723a3b-9cf7-4c29-acea-b8e91eac6037","d79a63da-78e9-4b42-a5b3-c04b428ae1c7","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","11cd5543-db39-4321-9f12-008b367d2ce1","VIT College","18.4635","73.8682","Upper Indira Nagar Bus Depot","18.4682","73.8623","2026-08-31T12:00:00.000Z","4","3","car","false","32","Pickup near the hub","COMPLETED","13","11"
"9ea78b52-e13e-41aa-b6e6-c6fb804b9d6a","b0ac27cd-c785-4a92-96f7-125faca0aafd","swargate-vit","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Kashinath Patil Nagar Stop","18.4745","73.8631","VIT College","18.4635","73.8682","2026-09-01T02:15:00.000Z","4","3","car","false","73","Please arrive five minutes early","COMPLETED","9","12"
"c66dd1ed-18b4-4685-afa4-ba930d2ec6ae","7cbb830b-c6bc-4fec-a09b-14b8c825bef8","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","11cd5543-db39-4321-9f12-008b367d2ce1","VIT College","18.4635","73.8682","Upper Indira Nagar Bus Depot","18.4682","73.8623","2026-09-02T12:00:00.000Z","1","0","bike","true","29","Please arrive five minutes early","COMPLETED","13","11"
"4b422e98-d5a6-4579-aa76-42b78890e429","fbd59ae5-86aa-4b7c-b82b-b7c0b9d357a3","swargate-vit","0c2d013a-9422-4c89-905f-4ec287ba2251","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Swargate BRTS Stop","18.4982","73.8588","VIT College","18.4635","73.8682","2026-09-03T02:15:00.000Z","1","0","bike","true","5","Pickup near the hub","COMPLETED","2","12"
"ba00c892-2844-4ab3-879b-9a9dc2b0af3f","51e576cc-ab7a-49bd-ad0b-21fda7d2bda2","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","0ad9adea-2c75-4d2a-86ae-34dcc0727788","VIT College","18.4635","73.8682","Shankar Maharaj Math","18.4735","73.8579","2026-09-04T12:00:00.000Z","1","0","scooty","true","27","Pickup near the hub","COMPLETED","13","6"
"3b1db765-fbbb-466f-a731-bc05630e3858","2f12a413-553c-4203-bffb-955e3123875f","swargate-vit","570167fe-7324-46a2-9cf4-fbea6048e8be","6c30c56b-74ce-4c24-a819-98b9ab6387f5","City Pride BRTS","18.4845","73.8583","VIT College","18.4635","73.8682","2026-09-05T02:15:00.000Z","1","0","scooty","true","28","Morning campus commute","COMPLETED","5","12"
"1b8a5b75-d5a5-49f6-a51f-892105a811d8","666980bd-8e4f-4f8c-8b8f-e0c3b08af505","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","fea32ab3-d832-43d3-a3a0-788e8711526d","VIT College","18.4635","73.8682","Balaji Nagar BRTS","18.4628","73.8577","2026-09-06T12:00:00.000Z","1","0","bike","false","18","Morning campus commute","CANCELLED","13","4"
"5b9cb057-d1d3-4cf0-ad40-f0f71cabc014","ced6df1d-3ee8-4c76-8610-955b666d02b6","swargate-vit","0095597e-ebd1-4f83-a6c0-a8e94be6a92b","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Laxmi Narayan Theatre","18.4965","73.8584","VIT College","18.4635","73.8682","2026-09-07T02:15:00.000Z","1","0","bike","true","21","Please arrive five minutes early","SCHEDULED","3","12"
"45ab89bc-1712-4465-8ccc-7655a5de55f9","f599bc96-4841-492f-a111-bec5b3b961ae","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86e290a5-7e39-4f7a-805e-a6154d820f01","VIT College","18.4635","73.8682","Market Yard Corner","18.4792","73.8581","2026-09-08T12:00:00.000Z","1","1","bike","true","15","Morning campus commute","CANCELLED","13","7"
"6db03bbb-4d28-4aa6-ab41-981cd5606957","523365f0-54d7-48ce-b828-50e1b0a2737e","swargate-vit","86e290a5-7e39-4f7a-805e-a6154d820f01","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Market Yard Corner","18.4792","73.8581","VIT College","18.4635","73.8682","2026-09-09T02:15:00.000Z","1","0","bike","true","26","Morning campus commute","COMPLETED","6","12"
"60ddfbc2-dcb5-4b92-a7c4-51c191b4a376","228adcc3-430e-4eba-ba35-403a9eae4ae6","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","876d2e4d-fad4-4ee2-916c-e5ad147030cf","VIT College","18.4635","73.8682","Katraj Dairy BRTS","18.4508","73.8569","2026-09-10T12:00:00.000Z","1","0","scooty","true","24","Morning campus commute","COMPLETED","13","2"
"c9a57223-aeb8-4e50-9854-0070f3c536ba","9ef8f4fa-8101-4ff2-80ff-91a966e3bab8","swargate-vit","596f6d76-b8c5-4cf2-9058-1a1a334d424d","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Panchami BRTS","18.4902","73.8586","VIT College","18.4635","73.8682","2026-09-11T02:15:00.000Z","1","0","scooty","true","2","Please arrive five minutes early","COMPLETED","4","12"
"9ee59e35-056b-4d71-ac1c-341202fb26ed","7a6f894d-c3ee-4aa4-a5c8-b62bdfa18164","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","eb0d92a7-38aa-446a-9f38-091814ea3abd","VIT College","18.4635","73.8682","Chintamani Nagar","18.4651","73.864","2026-09-12T12:00:00.000Z","1","0","scooty","true","1","Pickup near the hub","COMPLETED","13","12"
"95e93a87-27ee-4ca0-b3cd-8695eb53eb78","fcfaa482-6492-469b-ba42-8abf44531f61","swargate-vit","570167fe-7324-46a2-9cf4-fbea6048e8be","6c30c56b-74ce-4c24-a819-98b9ab6387f5","City Pride BRTS","18.4845","73.8583","VIT College","18.4635","73.8682","2026-09-13T02:15:00.000Z","1","1","bike","true","15","","COMPLETED","5","12"
"0065da03-c4a0-463b-bbce-a338e78a7abd","2a786db0-f79e-4a08-a45d-7143a56be137","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","3221d156-13e7-4834-84ce-848f49b87be2","VIT College","18.4635","73.8682","Bibwewadi Bus Stop","18.4792","73.8615","2026-09-14T12:00:00.000Z","1","0","bike","true","9","Please arrive five minutes early","CANCELLED","13","8"
"f2388f06-651a-4bbc-844e-a18f213c7c17","20b672de-a2b7-4ee4-8a1e-2dd98d7a3278","swargate-vit","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Kashinath Patil Nagar Stop","18.4745","73.8631","VIT College","18.4635","73.8682","2026-09-15T02:15:00.000Z","1","0","bike","true","3","Pickup near the hub","COMPLETED","9","12"
"9ccd89c5-9b93-4a5e-94b7-69b12d8c1962","1386d7bb-79eb-4e36-b78d-7ac74357b589","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","eb0d92a7-38aa-446a-9f38-091814ea3abd","VIT College","18.4635","73.8682","Chintamani Nagar","18.4651","73.864","2026-09-16T12:00:00.000Z","1","1","bike","true","18","Morning campus commute","CANCELLED","13","12"
